,S.No,Date,Startups,Industry Vertical,Sub Vertical,City,Investors,Round,Amount,Remarks
2501,2502,10-08-2015,eSadar,ecommerce,Unknown,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.66704,Unknown
2502,2503,10-08-2015,Actionable Analytics,Machine Learning Platform,Unknown,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0.0,Unknown
2503,2504,10-08-2015,MyPoolin,mobile social network,Unknown,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.0845,QPrize Contest Winners
2504,2505,10-08-2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Unknown,New Delhi,Sequoia Capital,Private Equity,133.408,Series A
2505,2506,10-08-2015,Inkmonk,Online printing marketplace,Unknown,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.0845,Unknown
2506,2507,10-08-2015,ToneTag,mobile payment software platform,Unknown,Bangalore,Reliance Capital Venture,Private Equity,8.338,Series A
2507,2508,10-08-2015,Grey Orange,Automated Storage & Warehousing Solution,Unknown,Gurgaon,Tiger Global Management,Private Equity,250.14,Series B
2508,2509,11-08-2015,Livspace,Home Design & solutions,Unknown,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,66.704,Series A
2509,2510,11-08-2015,WOW! MOMO,Quick Service Restaurant Chain,Unknown,Kolkata,Indian Angel Network,Seed Funding,13.3408,Unknown
2510,2511,11-08-2015,RainCan,Subscription based Online Grocery platform,Unknown,Pune,Ajeet Khurana & Others,Seed Funding,0.8338,Unknown
2511,2512,11-08-2015,Allygrow Technologies,engineering services company,Unknown,Mumbai,Zodius Technology Fund,Private Equity,166.76,Series A
2512,2513,11-08-2015,Infogain,Business and IT consulting,Unknown,New Delhi / US,ChrysCapital,Private Equity,525.294,Unknown
2513,2514,12-08-2015,OneAssist,Credit Card Fraud protection solutions,Unknown,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,62.535,Series B
2514,2515,12-08-2015,BigBasket,Online & mobile Grocery store,Unknown,Bangalore,Bessemer Venture Partners,Private Equity,416.9,Series C
2515,2516,12-08-2015,Sheroes,Career Community for Women,Unknown,Noida,"Quintillion Media, 500 Startups",Seed Funding,6.42026,Unknown
2516,2517,12-08-2015,Scripbox,Mutual Fund Investing platform,Unknown,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,20.845,Series A
2517,2518,13-08-2015,etaout,Ecommerce Marketing Software Platform,Unknown,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4.169,Unknown
2518,2519,13-08-2015,IFMR Holdings,Financial Inclusion platform,Unknown,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,208.45,Series B
2519,2520,13-08-2015,Massblurb,Digital Marketing automation solution,Unknown,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0.0,Unknown
2520,2521,13-08-2015,Agrostar,Mobile Commerce for Farmers,Unknown,Pune,IDG Ventures,Private Equity,33.352,Series A
2521,2522,14-08-2015,VoxWeb,Picture based Social App,Unknown,Mumbai,Jitendra Gupta & others,Seed Funding,0.8338,Unknown
2522,2523,14-08-2015,Trukky,Logistics service platform,Unknown,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,2.04281,Unknown
2523,2524,14-08-2015,VanityCube,On-Demand Beauty Services,Unknown,New Delhi,Group of angel investors,Seed Funding,0.0,Unknown
2524,2525,17-08-2015,Edu4Share,Exam Preparation Platform,Unknown,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.83436,Unknown
2525,2526,17-08-2015,YourStory,Startup Focused Online Publisher,Unknown,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,0.0,Unknown
2526,2527,17-08-2015,Sampurnearth,Waste Management Solutions,Unknown,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,1.33408,Unknown
2527,2528,17-08-2015,Orobind,App based Fitness coaching,Unknown,Bangalore,Existing & New Investors,Private Equity,0.0,pre series A
2528,2529,17-08-2015,Fixy,On demand cleaning & fixing services,Unknown,Mumbai,VentureNursery,Seed Funding,0.0,Unknown
2529,2530,17-08-2015,MSM Box,Beauty & Lifestyle platform,Unknown,New Delhi,Rohit Goel,Seed Funding,0.0,Unknown
2530,2531,17-08-2015,ShadowFax,on-demand delivery service,Unknown,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.58478,Unknown
2531,2532,17-08-2015,Gadgets 360,Car & Bike ecommerce platform,Unknown,New Delhi,One97 Communications,Private Equity,0.0,Strategic Investment
2532,2533,18-08-2015,Roposo,Fashion Discovery platform,Unknown,Gurgaon,Tiger Global,Private Equity,125.07,Series B
2533,2534,18-08-2015,IntelligenceNODE,Data Analytics Platform,Unknown,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,35.0196,Series A
2534,2535,18-08-2015,HyperVerge,Deep Learning Cloud Algorithms,Unknown,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,8.338,Unknown
2535,2536,18-08-2015,Twyst,Location based engagement & rewards platform,Unknown,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0.0,Unknown
2536,2537,18-08-2015,IDfy,Online Identity Verification Services platform,Unknown,Mumbai,"NEA, Blume Ventures & others",Private Equity,0.0,Series A
2537,2538,18-08-2015,Zoojoo.be,Corporate Wellness App,Unknown,Bangalore,RoundGlass Partners,Private Equity,8.338,Series A
2538,2539,19-08-2015,Fashionove,Fashion Search & Review Platform,Unknown,Kolkata,Umesh Yadav,Seed Funding,0.0,Unknown
2539,2540,19-08-2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Unknown,Mumbai,Unilazer Ventures,Private Equity,20.0112,Unknown
2540,2541,19-08-2015,Envoged,pre-owned Luxury online apparel seller,Unknown,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,0.0,Unknown
2541,2542,19-08-2015,MebelKart,Online Furniture Marketplace,Unknown,Bangalore,AskMe,Private Equity,166.76,Unknown
2542,2543,20-08-2015,LabsAdvisor,Online Diagnostic Tests Marketplace,Unknown,New Delhi,Group of Angel Investors,Seed Funding,1.300728,Unknown
2543,2544,20-08-2015,Flatpebble,Online marketplace for Photographers,Unknown,Hyderabad,Indian Angel Network,Seed Funding,5.0028,Unknown
2544,2545,20-08-2015,Bluegape.com,Visual Blogging platform,Unknown,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,5.0028,Unknown
2545,2546,21-08-2015,ePoise,Job Search Platform,Unknown,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4.169,Unknown
2546,2547,24-08-2015,Jolly Food Fellow,Food Customer analytics platform,Unknown,Ahmedabad,The 1947,Seed Funding,2.5014,Unknown
2547,2548,24-08-2015,BookMeIn,Professional Service Appointment booking service,Unknown,Mumbai,Ajmera Group of Companies,Seed Funding,3.3352,Unknown
2548,2549,24-08-2015,iZofy,Scientific Horoscope Online Assistance platform,Unknown,Kolkata,Prime Capital Markets Ltd,Seed Funding,0.0,Unknown
2549,2550,24-08-2015,rBus,Tech enabled AC bus service,Unknown,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0.0,Unknown
2550,2551,25-08-2015,Qyk App,On-Demand App based Professional service provider,Unknown,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.338,pre-series A
2551,2552,25-08-2015,EazyDiner,Restaurant Reservation Platform,Unknown,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,25.014,Series A
2552,2553,25-08-2015,RevX,Cross-channel CRM platform,Unknown,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,33.352,Series A
2553,2554,25-08-2015,ICustomMadeIt,Professional Custom creators Marketplace,Unknown,Pune,Group of Angel Investors,Seed Funding,2.0845,Unknown
2554,2555,26-08-2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,Unknown,New Delhi,GHV Accelerator,Seed Funding,0.8338,Unknown
2555,2556,26-08-2015,Belita,On-Demand Beauty Service,Unknown,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.3352,Unknown
2556,2557,26-08-2015,EzySolare,solar products and services marketplace,Unknown,Ahmedabad,Infuse Ventures,Seed Funding,0.0,Unknown
2557,2558,26-08-2015,FoodTalkIndia,Online Food Community Platform,Unknown,Gurgaon,Undisclosed Investor,Seed Funding,4.169,Unknown
2558,2559,27-08-2015,InstaSafe,Private Cloud Networks SAAS platform,Unknown,Bangalore,Group of Investors,Seed Funding,0.0,Unknown
2559,2560,27-08-2015,Eazy Coach,Education Marketplace,Unknown,Kolkata,Ravi Agarwal,Seed Funding,0.0,Unknown
2560,2561,27-08-2015,Djubo.com,Cloud Based Hotel Sales Platform,Unknown,New Delhi,Ibibo Group,Private Equity,0.0,Strategic Investment
2561,2562,28-08-2015,BetterButter.in,online recipe sharing platform,Unknown,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,0.0,Unknown
2562,2563,28-08-2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Unknown,Bangalore,Rocket Internet,Private Equity,16.676,Pre-Series A
2563,2564,28-08-2015,RollMafia,QSR Restaurant Chain,Unknown,Pune,Equentia Natural Resources,Seed Funding,1.33408,Unknown
2564,2565,29-08-2015,iamwire,Digital Media publishing platform,Unknown,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,0.0,Unknown
2565,2566,31-08-2015,DropKaffe,Online Coffee Delivery platform,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.5014,Unknown
2566,2567,31-08-2015,Reverie,Language Localization Cloud platform,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,33.352,Series A
2567,2568,31-08-2015,Infinite Analytics,Big Data & predictive Analysis Platform,Unknown,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,0.0,Bridge Round
2568,2569,01-07-2015,Parcelled,Online Logistics Platform,Unknown,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,0.0,Unknown
2569,2570,01-07-2015,Retigence Technologies,Business IT Intelligence Services,Unknown,Mumbai,Omnivore Partners,Private Equity,0.0,Series A
2570,2571,01-07-2015,Cloudcherry Analytics,CRM / Analytics platform,Unknown,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,8.338,Unknown
2571,2572,01/07/015,HandyHome,Hyperlocal Electronics repair Service,Unknown,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,5.25294,Unknown
2572,2573,01-07-2015,iDreamCareer,Ed-Tech Platform,Unknown,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,0.0,Unknown
2573,2574,01-07-2015,Ola Cabs,Cab rental Mobile app,Unknown,Bangalore,Ratan Tata,Private Equity,0.0,Personal Investment
2574,2575,01-07-2015,NxtGen,IT infrastructure & Data Center services,Unknown,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,112.563,Series A
2575,2576,02-07-2015,BankBazaar,Online Financial Services,Unknown,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,500.28,Series C (More here)
2576,2577,02-07-2015,Gozoomo,Used Car Marketplace,Unknown,Bangalore,SAIF Partners,Private Equity,41.69,Series A
2577,2578,02-07-2015,Zenatix,Internet of Things platform,Unknown,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.342418,Unknown
2578,2579,03-07-2015,CultureAlley,Language Learning App,Unknown,Jaipur,Tiger Global,Private Equity,54.197,Series A
2579,2580,03-07-2015,Goqii,Mobile Fitness Marketplace,Unknown,Mumbai,Vijay Shekhar Sharma,Private Equity,0.0,Pre-Series A
2580,2581,03-07-2015,Gingercrush,Custom Merchandize platform,Unknown,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,8.338,Unknown
2581,2582,04-07-2015,Elanic,P2P Pre-owned goods marketplace,Unknown,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0.0,Unknown
2582,2583,04-07-2015,Stitchwood,Custom Furniture Marketplace,Unknown,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.29351,Unknown
2583,2584,05-07-2015,Urban Tailor,Online Tailoring Services,Unknown,Bangalore,Group of angel investors,Seed Funding,0.0,Unknown
2584,2585,06-07-2015,ConfirmtTkt,Rail Ticket Confirmation predictor,Unknown,Bangalore,Pravin Agarwala & others,Seed Funding,0.0,Unknown
2585,2586,06-07-2015,Paper Boat,Ethnic Beverages manufacturer,Unknown,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,250.14,Series B
2586,2587,06-07-2015,getNow,Hyperlocal Goods marketplace,Unknown,Nagpur,Atulya Mittal,Seed Funding,0.0,Unknown
2587,2588,07-07-2015,Wudstay,Budget Accommodation aggregator,Unknown,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,25.014,Series A
2588,2589,07-07-2015,Liases Foras,Real Estate Rating & Analysis,Unknown,New Delhi,DMG information Asia Pacific,Private Equity,41.69,Series A
2589,2590,07-07-2015,Eatlo,Food Delivery platform,Unknown,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0.0,Unknown
2590,2591,07-07-2015,IndiaLends,Financial Tech,Unknown,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,0.0,Pre-Series A
2591,2592,08-07-2015,Quinto,Food Discovery App,Unknown,Pune,Jaydeep Barman,Seed Funding,0.0,Unknown
2592,2593,08-07-2015,Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,833.8,Series C
2593,2594,08-07-2015,Flytxt,Big Data & Analytics platform,Unknown,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,91.718,Series A
2594,2595,08-07-2015,Axtria,Big Data & Analytics platform,Unknown,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,250.14,Series C
2595,2596,08-07-2015,33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,0.16676,Unknown
2596,2597,08-07-2015,Ampere,Electric Scooter manufacturer,Unknown,Coimbatore,Ratan Tata,Seed Funding,0.0,Unknown
2597,2598,08-07-2015,Hopping Chef,Online Food-Tech Platform,Unknown,Mumbai,Mirah Hospitality,Seed Funding,3.91886,Strategic Investment
2598,2599,08-07-2015,Collectabillia,Celebrity Fashion Brand,Unknown,Bangalore,Accel Partners,Private Equity,62.535,Series B
2599,2600,08-07-2015,Lendingkart,Online Finance lending platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,83.38,Series A
2600,2601,08-07-2015,Lybrate,Healthcare Mobile App,Unknown,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,85.0476,Series A
2601,2602,08-07-2015,Zoomcar,Self-driven vehicle rental,Unknown,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,91.718,Series B
2612,2613,14-07-2015,MySmartPrice,Online comparison engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,83.38,Series B
2614,2615,14-07-2015,Boxmyspace,Physical Storage warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.5014,Unknown
2615,2616,14-07-2015,HackerRank,Tech Recruitment platform,Unknown,Bangalore,HR Technology fund,Private Equity,62.535,Series C
2616,2617,14-07-2015,WickedRide,Bike Rental Platform,Unknown,Bangalore,Undisclosed,Seed Funding,6.58702,Unknown
2617,2618,14-07-2015,WoWexpress,Tech enabled logistics platform,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,4.169,Unknown
2618,2619,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbank, Sequoia Capital",Private Equity,833.8,Series B
2619,2620,15-07-2015,Mobikon,Restaurant customer engagement platform,Unknown,Pune,Jungle Ventures,Private Equity,19.1774,Series B
2620,2621,15-07-2015,InstaLively.com,Live video streaming app,Unknown,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0.0,Unknown
2621,2622,15-07-2015,Roadrunnr,Hyper local logistics platform,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,91.718,Series A
2622,2623,16-07-2015,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,5.8366,Unknown
2623,2624,17-07-2015,QuikWallet,F&B sector Mobile Payment platform,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,13.3408,Follow on Funding
2624,2625,17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,Unknown,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.8338,Unknown
2625,2626,20-07-2015,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,125.07,No confirmation
2626,2627,20-07-2015,Innoviti,Payment Solutions platform,Unknown,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,40.4393,Series A
2627,2628,21-07-2015,ZenRadius,Online Hiring Platform,Unknown,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,0.0,Unknown
2628,2629,21-07-2015,Joy by nature,Organic Food ecommerce,Unknown,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.338,Series A
2629,2630,22-07-2015,Iqlect,Big Data & Analytics platform,Unknown,Bangalore,Exfinity Venture Partners,Private Equity,16.676,Series A
2630,2631,22-07-2015,deGustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,250.14,Late Stage
2631,2632,23-07-2015,Nestaway,Luxury Rental Homes,Unknown,Bangalore,"Flipkart, Tiger Global",Private Equity,106.3095,Series A
2632,2633,23-07-2015,Mswipe,Mobile Point of Sale payment solution,Unknown,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,208.45,Series B
2633,2634,23-07-2015,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,2.66816,Unknown
2634,2635,23-07-2015,iCrushiFlush,Casual Dating App,Unknown,Mumbai,IDG Ventures India,Seed Funding,0.0,Unknown
2635,2636,23-07-2015,MedGenome,Clinical Genomics Provider,Unknown,Bangalore,Sequoia Capital,Private Equity,166.76,Series B
2636,2637,23-07-2015,HolidayIQ,Travel information portal,Unknown,Bangalore,MakeMyTrip,Private Equity,125.07,Strategic Investment
2637,2638,23-07-2015,Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,8.338,Series A
2638,2639,23-07-2015,Quikr,Online & Mobile classified listings,Unknown,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,500.28,Late Stage
2639,2640,23-07-2015,JetSetGo,Private Jet/ Helicopter Marketplace,Unknown,New Delhi,YourWeCan Ventures,Seed Funding,0.0,Unknown
2640,2641,24-07-2015,BroEx,Real Estate Broker network App,Unknown,Gurgaon,Lightspeed India,Private Equity,8.338,Bridge round
2641,2642,25-07-2015,Shopatplaces,Ethnic/ Traditional Fashion Store,Unknown,New Delhi,Indian Angel Network,Seed Funding,0.0,Unknown
2642,2643,25-07-2015,CredR,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,125.07,Series A
2643,2644,27-07-2015,ManageMySpa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,50.028,Series A
2644,2645,27-07-2015,Townrush,B2B logistics delivery platform,Unknown,Bangalore,Lightspeed Venture Partners,Seed Funding,0.0,Unknown
2645,2646,27-07-2015,Locus,Logistics Automation Platform,Unknown,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,0.0,Unknown
2646,2647,27-07-2015,Bevy,Online Hiring Platform,Unknown,Bangalore,Varun Agarwal & Others,Seed Funding,0.0,Unknown
